dish_id,calories_x,mass_x,fat_x,carb_x,protein_x,calories_y,mass_y,fat_y,carb_y,protein_y,overhead_rgb_calories,overhead_rgb_mass,overhead_rgb_fat,overhead_rgb_carb,overhead_rgb_protein,overhead_rgb_brightness_minus_calories,overhead_rgb_brightness_minus_mass,overhead_rgb_brightness_minus_fat,overhead_rgb_brightness_minus_carb,overhead_rgb_brightness_minus_protein,overhead_rgb_brightness_plus_calories,overhead_rgb_brightness_plus_mass,overhead_rgb_brightness_plus_fat,overhead_rgb_brightness_plus_carb,overhead_rgb_brightness_plus_protein,overhead_rgb_contrast_minus_calories,overhead_rgb_contrast_minus_mass,overhead_rgb_contrast_minus_fat,overhead_rgb_contrast_minus_carb,overhead_rgb_contrast_minus_protein,overhead_rgb_contrast_plus_calories,overhead_rgb_contrast_plus_mass,overhead_rgb_contrast_plus_fat,overhead_rgb_contrast_plus_carb,overhead_rgb_contrast_plus_protein,overhead_rgb_saturation_minus_calories,overhead_rgb_saturation_minus_mass,overhead_rgb_saturation_minus_fat,overhead_rgb_saturation_minus_carb,overhead_rgb_saturation_minus_protein,overhead_rgb_saturation_plus_calories,overhead_rgb_saturation_plus_mass,overhead_rgb_saturation_plus_fat,overhead_rgb_saturation_plus_carb,overhead_rgb_saturation_plus_protein,calories,mass,fat,carb,protein,side_angle_rgb_calories,side_angle_rgb_mass,side_angle_rgb_fat,side_angle_rgb_carb,side_angle_rgb_protein,side_angle_rgb_brightness_minus_calories,side_angle_rgb_brightness_minus_mass,side_angle_rgb_brightness_minus_fat,side_angle_rgb_brightness_minus_carb,side_angle_rgb_brightness_minus_protein,side_angle_rgb_brightness_plus_calories,side_angle_rgb_brightness_plus_mass,side_angle_rgb_brightness_plus_fat,side_angle_rgb_brightness_plus_carb,side_angle_rgb_brightness_plus_protein,side_angle_rgb_contrast_minus_calories,side_angle_rgb_contrast_minus_mass,side_angle_rgb_contrast_minus_fat,side_angle_rgb_contrast_minus_carb,side_angle_rgb_contrast_minus_protein,side_angle_rgb_contrast_plus_calories,side_angle_rgb_contrast_plus_mass,side_angle_rgb_contrast_plus_fat,side_angle_rgb_contrast_plus_carb,side_angle_rgb_contrast_plus_protein,side_angle_rgb_saturation_minus_calories,side_angle_rgb_saturation_minus_mass,side_angle_rgb_saturation_minus_fat,side_angle_rgb_saturation_minus_carb,side_angle_rgb_saturation_minus_protein,side_angle_rgb_saturation_plus_calories,side_angle_rgb_saturation_plus_mass,side_angle_rgb_saturation_plus_fat,side_angle_rgb_saturation_plus_carb,side_angle_rgb_saturation_plus_protein
dish_1566849923,127.970001,240.0,7.515,16.214001,2.093,127.970001,240.0,7.515,16.214001,2.093,30.81,87.0,0.3460000000000001,5.47,0.6960000000000001,30.81,87.0,0.3460000000000001,5.47,0.6960000000000001,30.81,87.0,0.3460000000000001,5.47,0.6960000000000001,30.81,87.0,0.3460000000000001,5.47,0.6960000000000001,30.81,87.0,0.3460000000000001,5.47,0.6960000000000001,30.81,87.0,0.3460000000000001,5.47,0.6960000000000001,30.81,87.0,0.3460000000000001,5.47,0.6960000000000001,127.970001,240.0,7.515,16.214001,2.093,5.61,17.0,0.136,0.85,0.136,32.42,24.0,2.236,0.8534999999999999,2.082,5.61,17.0,0.136,0.85,0.136,32.42,24.0,2.236,0.8534999999999999,2.082,5.61,17.0,0.136,0.85,0.136,409.5,150.0,19.5,37.5,21.0,30.81,87.0,0.3460000000000001,5.47,0.6960000000000001
dish_1562959732,374.663696,232.0,14.678156,31.110981,28.858997,374.663696,232.0,14.678156,31.110981,28.858997,294.0,400.0,15.05,18.85,17.05,228.0,250.0,14.9,8.8,13.3,445.5,550.0,20.0,35.5,27.1,247.52,372.0,15.2172,10.8984,14.276000000000002,228.0,250.0,14.9,8.8,13.3,604.5,400.0,19.4,8.950000000000001,50.8,174.0,300.0,7.65,17.25,5.55,374.663696,232.0,14.678156,31.110981,28.858997,540.5,350.0,10.549999999999999,87.85,21.35,1335.34,696.0,62.80319999999999,131.80576,54.623999999999995,540.5,350.0,10.549999999999999,87.85,21.35,548.5,400.0,10.6,89.0,21.700000000000003,627.98,409.0,46.297999999999995,29.395,16.566,338.0,200.0,9.2,44.8,17.6,540.5,350.0,10.549999999999999,87.85,21.35
dish_1560368972,196.840424,107.0,8.696033,13.621221,14.67344,196.840424,107.0,8.696033,13.621221,14.67344,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,616.5,450.0,8.25,117.74999999999999,15.3,202.5,150.0,1.35,43.05,3.75,211.5,150.0,5.55,31.65,7.8,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,196.840424,107.0,8.696033,13.621221,14.67344,578.31,513.0,8.173290000000001,43.187099999999994,82.2,982.7099999999999,753.0,19.466781124,103.4846148,96.35360946600001,578.31,513.0,8.173290000000001,43.187099999999994,82.2,578.2379999999999,516.0,8.179200000000002,43.102199999999996,82.2378,578.2379999999999,516.0,8.179200000000002,43.102199999999996,82.2378,578.31,513.0,8.173290000000001,43.187099999999994,82.2,578.2379999999999,516.0,8.179200000000002,43.102199999999996,82.2378
dish_1566502537,517.644226,315.0,24.27223,34.292435,41.827816,517.644226,315.0,24.27223,34.292435,41.827816,162.57999999999998,174.0,6.3225,16.941399999999998,4.7228,511.9,380.0,12.855991123999999,76.6575148,18.563609466,220.57999999999998,374.0,7.3225,22.541399999999996,8.9228,162.57999999999998,874.0,6.3225,16.941399999999998,4.7228,289.0,290.0,4.2625,16.36,43.709999999999994,847.0999999999999,700.0,46.8425,29.159999999999997,71.13,511.9,380.0,12.855991123999999,76.6575148,18.563609466,517.644226,315.0,24.27223,34.292435,41.827816,553.745,320.0,12.459499999999998,83.973,21.91,612.245,420.0,2.7595,128.773,14.209999999999999,423.245,270.0,2.7595,83.773,11.959999999999999,478.325,304.0,7.519500000000001,84.3544,12.272799999999998,478.325,304.0,7.5195,84.3544,12.272799999999998,532.28,399.0,25.2387,47.3532,25.331000000000003,462.5,350.0,17.2425,50.68,23.270000000000003
dish_1561576590,29.231468,101.0,1.295191,3.387423,0.896671,29.231468,101.0,1.295191,3.387423,0.896671,248.5,350.0,9.325000000000001,25.85,9.195,248.5,350.0,9.325000000000001,25.85,9.195,248.5,350.0,9.325000000000001,25.85,9.195,190.5,150.0,8.325000000000001,20.25,4.995,196.11,167.0,8.461,21.1,5.131,248.5,350.0,9.325000000000001,25.85,9.195,248.5,350.0,9.325000000000001,25.85,9.195,29.231468,101.0,1.295191,3.387423,0.896671,215.51999999999998,622.0,1.9172000000000002,33.6484,9.826,157.51999999999998,422.0,0.9172000000000001,28.0484,5.6259999999999994,415.0,800.0,10.375,55.25,15.495,565.26,823.0,34.0772,39.8794,13.443999999999999,565.26,823.0,34.0772,39.8794,13.443999999999999,565.26,823.0,34.0772,39.879400000000004,13.444,328.5,450.0,8.925,46.2,9.645
dish_1561392512,42.75,75.0,0.225,10.5,0.525,42.75,75.0,0.225,10.5,0.525,4.81,13.0,0.03900000000000001,0.7929999999999999,0.10400000000000001,120.0,200.0,0.4,23.2,1.2,124.81,213.0,0.43900000000000006,23.993,1.304,120.0,200.0,0.4,23.2,1.2,124.81,213.0,0.43900000000000006,23.993,1.304,120.0,200.0,0.4,23.2,1.2,124.81,213.0,0.43900000000000006,23.993,1.304,42.75,75.0,0.225,10.5,0.525,124.81,213.0,0.43900000000000006,23.993,1.304,124.81,213.0,0.43900000000000006,23.993,1.304,124.81,213.0,0.43900000000000006,23.993,1.304,124.81,213.0,0.43900000000000006,23.993,1.304,124.81,213.0,0.43900000000000006,23.993,1.304,124.81,213.0,0.43900000000000006,23.993,1.304,124.81,213.0,0.43900000000000006,23.993,1.304
dish_1566838407,358.947601,558.0,9.825659,62.420345,9.731463,358.947601,558.0,9.825659,62.420345,9.731463,126.0,150.0,0.45000000000000007,27.45,1.05,126.0,150.0,0.45000000000000007,27.45,1.05,126.0,150.0,0.45000000000000007,27.45,1.05,168.5,275.0,0.5541250000000001,36.55,1.80375,126.0,150.0,0.45000000000000007,27.45,1.05,126.0,150.0,0.45000000000000007,27.45,1.05,126.0,150.0,0.45000000000000007,27.45,1.05,358.947601,558.0,9.825659,62.420345,9.731463,258.06,414.0,0.7653000000000001,53.382,4.1766,216.06,264.0,0.6153000000000001,46.032,2.9766,374.24,893.0,3.127425,57.876,14.376349999999999,126.0,150.0,0.45000000000000007,27.45,1.05,126.0,150.0,0.45000000000000007,27.45,1.05,168.0,300.0,0.6000000000000001,34.8,2.25,258.06,414.0,0.7653000000000001,53.382,4.1766
dish_1563824339,85.339996,175.0,4.087,12.075,2.098,85.339996,175.0,4.087,12.075,2.098,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,10.8,730.0,0.09000000000000002,1.98,0.24,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,0.0,700.0,0.0,0.0,0.0,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,154.31000000000003,1067.0,1.366,21.1,9.536,85.339996,175.0,4.087,12.075,2.098,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,41.51,147.0,0.4115,7.760999999999999,1.451,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0
dish_1567021831,252.435623,228.0,27.216339,8.228521,22.713125,252.435623,228.0,27.216339,8.228521,22.713125,189.5,200.0,2.75,1.15,39.65,189.5,200.0,2.75,1.15,39.65,189.5,200.0,2.75,1.15,39.65,366.8,170.0,22.634,20.733999999999998,19.058,189.5,200.0,2.75,1.15,39.65,189.5,200.0,2.75,1.15,39.65,189.5,200.0,2.75,1.15,39.65,252.435623,228.0,27.216339,8.228521,22.713125,548.5,400.0,10.6,89.0,21.700000000000003,422.0,350.0,6.95,75.85,11.9,548.5,400.0,10.6,89.0,21.700000000000003,210.5,200.0,1.4000000000000001,44.199999999999996,4.1,346.0,250.0,9.25,45.949999999999996,17.950000000000003,210.5,200.0,1.4000000000000001,44.199999999999996,4.1,751.745,470.0,11.796999999999999,128.123,28.560000000000002
dish_1559846099,206.938995,114.0,14.642001,15.712999,7.688,206.938995,114.0,14.642001,15.712999,7.688,279.85,305.0,17.17,14.84,11.13,221.85,105.0,16.17,9.24,6.93,279.85,305.0,17.17,14.84,11.13,221.85,105.0,16.17,9.24,6.93,279.85,305.0,17.17,14.84,11.13,221.85,105.0,16.17,9.24,6.93,279.85,305.0,17.17,14.84,11.13,206.938995,114.0,14.642001,15.712999,7.688,279.85,305.0,17.17,14.84,11.129999999999999,279.85,305.0,17.17,14.84,11.129999999999999,279.85,305.0,17.17,14.84,11.129999999999999,279.85,305.0,17.17,14.84,11.129999999999999,279.85,305.0,17.17,14.84,11.13,279.85,305.0,17.17,14.84,11.129999999999999,279.85,305.0,17.17,14.84,11.13
dish_1562873155,41.33675,79.0,2.052025,5.39175,1.38645,41.33675,79.0,2.052025,5.39175,1.38645,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,41.33675,79.0,2.052025,5.39175,1.38645,18.0,60.0,0.18000000000000005,1.92,1.62,18.0,60.0,0.18000000000000005,1.92,1.62,18.0,60.0,0.18000000000000005,1.92,1.62,18.0,60.0,0.18000000000000005,1.92,1.62,18.0,60.0,0.18000000000000005,1.92,1.62,18.0,60.0,0.18000000000000005,1.92,1.62,18.0,60.0,0.18000000000000005,1.92,1.62
dish_1562094621,10.54,34.0,0.034,2.38,0.612,10.54,34.0,0.034,2.38,0.612,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,10.54,34.0,0.034,2.38,0.612,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,76.96000000000001,104.0,3.964000000000001,2.14,7.5600000000000005,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,49.5,150.0,0.2325,7.62,2.025,108.46000000000001,194.0,4.016500000000001,7.84,7.965
dish_1563900150,202.2966,154.0,12.745122,10.284879,10.978048,202.2966,154.0,12.745122,10.284879,10.978048,159.04,112.0,10.998400000000002,1.2096,13.663999999999998,405.03999999999996,262.0,17.373400000000004,42.3096,17.714,159.04,112.0,10.998400000000002,1.2096,13.663999999999998,405.03999999999996,262.0,17.373400000000004,42.3096,17.714,405.03999999999996,262.0,17.373400000000004,42.3096,17.714,405.03999999999996,262.0,17.373400000000004,42.3096,17.714,249.1,226.0,11.163700000000002,19.791600000000003,15.590599999999998,202.2966,154.0,12.745122,10.284879,10.978048,405.03999999999996,262.0,17.373400000000004,42.3096,17.714,405.03999999999996,262.0,17.373400000000004,42.3096,17.714,405.03999999999996,262.0,17.373400000000004,42.3096,17.714,514.54,412.0,17.523400000000002,64.8096,20.714,249.1,226.0,11.163700000000002,19.791600000000003,15.590599999999998,405.03999999999996,262.0,17.373400000000004,42.3096,17.714,405.03999999999996,262.0,17.373400000000004,42.3096,17.714
dish_1562086702,178.529999,33.0,13.86,0.462,12.21,178.529999,33.0,13.86,0.462,12.21,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,178.529999,33.0,13.86,0.462,12.21,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248,24.24,8.0,2.088,0.064,1.248
dish_1561662458,124.815498,119.0,4.855837,21.055183,3.202388,124.815498,119.0,4.855837,21.055183,3.202388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1.35,14.759999999999998,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.815498,119.0,4.855837,21.055183,3.202388,90.0,790.0,1.35,14.759999999999998,3.06,90.0,790.0,1.35,14.759999999999998,3.06,90.0,790.0,1.35,14.759999999999998,3.06,90.0,790.0,1.35,14.759999999999998,3.06,103.61,857.0,1.5360000000000003,16.759999999999998,3.5460000000000003,90.0,790.0,1.35,14.759999999999998,3.06,95.61,807.0,1.4860000000000002,15.609999999999998,3.196
dish_1559845290,66.220001,86.0,0.086,14.62,1.72,66.220001,86.0,0.086,14.62,1.72,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,66.220001,86.0,0.086,14.62,1.72,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,246.0,150.0,6.375,41.1,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,150.0,6.375,41.1,4.05
dish_1559844506,98.959999,180.0,0.459,25.1,1.312,98.959999,180.0,0.459,25.1,1.312,47.17,105.0,0.325,8.543000000000001,0.84,122.16,218.0,0.514,23.423000000000002,1.354,47.17,105.0,0.325,8.543000000000001,0.84,47.17,105.0,0.325,8.543000000000001,0.84,45.82,94.0,0.20700000000000002,8.545,0.782,122.16,218.0,0.514,23.423000000000002,1.354,47.17,105.0,0.325,8.543000000000001,0.84,98.959999,180.0,0.459,25.1,1.312,122.16,218.0,0.514,23.423000000000002,1.354,122.16,218.0,0.514,23.423000000000002,1.354,122.16,218.0,0.514,23.423000000000002,1.354,122.16,218.0,0.514,23.423000000000002,1.354,122.16,218.0,0.514,23.423000000000002,1.354,122.16,218.0,0.514,23.423000000000002,1.354,122.16,218.0,0.514,23.423000000000002,1.354
dish_1560360055,362.734009,180.0,27.786999,4.154,22.556999,362.734009,180.0,27.786999,4.154,22.556999,347.0,200.0,13.249999999999998,43.65,12.45,347.0,200.0,13.249999999999998,43.65,12.45,347.0,200.0,13.249999999999998,43.65,12.45,347.0,200.0,13.249999999999998,43.65,12.45,347.0,200.0,13.249999999999998,43.65,12.45,347.0,200.0,13.249999999999998,43.65,12.45,347.0,200.0,13.249999999999998,43.65,12.45,362.734009,180.0,27.786999,4.154,22.556999,685.0,400.0,22.449999999999996,88.44999999999999,30.05,347.0,200.0,13.249999999999998,43.65,12.45,482.5,250.0,21.099999999999998,45.4,26.3,685.0,400.0,22.449999999999996,88.44999999999999,30.05,482.5,250.0,21.099999999999998,45.4,26.3,482.5,250.0,21.099999999999998,45.4,26.3,685.0,400.0,22.449999999999996,88.44999999999999,30.05
dish_1567106825,220.200867,104.0,16.905151,3.357732,13.460875,220.200867,104.0,16.905151,3.357732,13.460875,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,0.0,700.0,0.0,0.0,0.0,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,19.52,822.0,0.31720000000000004,2.0984,0.9760000000000001,220.200867,104.0,16.905151,3.357732,13.460875,154.5,850.0,4.95,0.0,27.45,154.5,850.0,4.95,0.0,27.45,154.5,850.0,4.95,0.0,27.45,154.5,850.0,4.95,0.0,27.45,0.0,700.0,0.0,0.0,0.0,154.5,850.0,4.95,0.0,27.45,0.0,700.0,0.0,0.0,0.0
dish_1562099053,98.382996,37.0,3.478,12.395,4.144,98.382996,37.0,3.478,12.395,4.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.74,26.0,0.65,15.053999999999998,2.6259999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.382996,37.0,3.478,12.395,4.144,130.5,50.0,9.7,0.2,9.95,130.5,50.0,9.7,0.2,9.95,130.5,50.0,9.7,0.2,9.95,130.5,50.0,9.7,0.2,9.95,130.5,50.0,9.7,0.2,9.95,130.5,50.0,9.7,0.2,9.95,130.5,50.0,9.7,0.2,9.95
dish_1560453380,411.388397,480.0,15.234276,25.491495,41.922752,411.388397,480.0,15.234276,25.491495,41.922752,93.01,327.0,0.9085000000000001,11.920000000000002,5.9510000000000005,265.11,467.0,3.5185000000000004,11.920000000000002,43.111,93.01,327.0,0.9085000000000001,11.920000000000002,5.9510000000000005,265.11,467.0,3.5185000000000004,11.920000000000002,43.111,93.01,327.0,0.9085000000000001,11.920000000000002,5.9510000000000005,265.11,467.0,3.5185000000000004,11.920000000000002,43.111,55.11,167.0,0.36850000000000005,8.47,2.161,411.388397,480.0,15.234276,25.491495,41.922752,142.61,417.0,5.118500000000001,12.219999999999999,6.211,114.11,267.0,4.668500000000001,8.770000000000001,4.561,142.61,1117.0,5.118500000000001,12.220000000000002,6.211,142.61,417.0,5.118500000000001,12.220000000000002,6.211,114.11,967.0,4.668500000000001,8.770000000000001,4.561,114.11,267.0,4.668500000000001,8.77,4.561,142.61,417.0,5.118500000000001,12.220000000000002,6.211
dish_1566849327,551.702026,362.0,31.255999,14.87,55.122002,551.702026,362.0,31.255999,14.87,55.122002,0.0,700.0,0.0,0.0,0.0,8.0,750.0,0.05,1.15,0.35,349.74,901.0,32.16,6.231,3.6180000000000003,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,516.24,1051.0,32.91,27.831000000000003,16.518,0.0,700.0,0.0,0.0,0.0,551.702026,362.0,31.255999,14.87,55.122002,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0
dish_1560527191,663.989319,318.0,45.395912,28.933577,34.38044,663.989319,318.0,45.395912,28.933577,34.38044,144.24,908.0,2.488,23.264,2.448,24.24,708.0,2.088,0.064,1.248,270.24,858.0,8.463000000000001,41.164,5.298,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,209.74,778.0,18.188000000000002,1.464,9.648,0.0,700.0,0.0,0.0,0.0,663.989319,318.0,45.395912,28.933577,34.38044,0.0,700.0,0.0,0.0,0.0,24.24,708.0,2.088,0.064,1.248,53.04,868.0,2.498,2.821,3.5039999999999996,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,87.32,792.0,6.898,1.7953999999999999,1.9107999999999998,0.0,700.0,0.0,0.0,0.0
dish_1563898786,420.928467,344.0,31.47023,11.427504,23.636036,420.928467,344.0,31.47023,11.427504,23.636036,234.54,362.0,12.210900000000002,8.4096,19.214,234.54,362.0,12.210900000000002,8.4096,19.214,234.54,362.0,12.210900000000002,8.4096,19.214,234.54,362.0,12.210900000000002,8.4096,19.214,159.04,812.0,10.998400000000002,1.2096,13.663999999999998,234.54,362.0,12.210900000000002,8.4096,19.214,234.54,362.0,12.210900000000002,8.4096,19.214,420.928467,344.0,31.47023,11.427504,23.636036,628.42,1192.0,27.8072,58.868399999999994,31.346,280.02,1172.0,2.6672000000000002,50.7484,8.926,268.9,1120.0,2.49,49.769999999999996,8.370000000000001,280.02,1172.0,2.6672000000000002,50.7484,8.926,280.02,1172.0,2.6672000000000002,50.7484,8.926,280.02,1172.0,2.6672000000000002,50.7484,8.926,620.02,1122.0,27.6672,57.7484,30.926
dish_1560973958,145.313232,121.0,6.214187,20.729744,4.312272,145.313232,121.0,6.214187,20.729744,4.312272,340.0,650.0,25.0,7.0,22.0,340.0,650.0,25.0,7.0,22.0,424.0,720.0,28.85,14.91,26.396,340.0,650.0,25.0,7.0,22.0,508.0,800.0,25.825,31.9,34.15,340.0,650.0,25.0,7.0,22.0,340.0,650.0,25.0,7.0,22.0,145.313232,121.0,6.214187,20.729744,4.312272,348.0,700.0,25.05,8.15,22.35,16.0,800.0,0.1,2.3,0.7,0.0,700.0,0.0,0.0,0.0,8.0,750.0,0.05,1.15,0.35,0.0,700.0,0.0,0.0,0.0,8.0,750.0,0.05,1.15,0.35,8.0,750.0,0.05,1.15,0.35
dish_1565207815,40.848213,80.0,1.023567,7.094023,2.678475,40.848213,80.0,1.023567,7.094023,2.678475,66.0,150.0,0.15,10.05,3.75,66.0,150.0,0.15,10.05,3.75,66.0,150.0,0.15,10.05,3.75,66.0,150.0,0.15,10.05,3.75,66.0,150.0,0.15,10.05,3.75,66.0,150.0,0.15,10.05,3.75,66.0,150.0,0.15,10.05,3.75,40.848213,80.0,1.023567,7.094023,2.678475,66.0,150.0,0.15,10.05,3.75,66.0,150.0,0.15,10.05,3.75,0.0,0.0,0.0,0.0,0.0,45.0,180.0,1.44,4.86,3.06,0.0,0.0,0.0,0.0,0.0,349.74,201.0,32.16,6.231,3.6180000000000003,66.0,150.0,0.15,10.05,3.75
dish_1568305257,837.147766,420.0,65.496887,9.31325,52.072983,837.147766,420.0,65.496887,9.31325,52.072983,223.78,270.0,13.296400000000002,4.0786,19.366999999999997,223.78,270.0,13.296400000000002,4.0786,19.366999999999997,223.78,270.0,13.296400000000002,4.0786,19.366999999999997,223.78,270.0,13.296400000000002,4.0786,19.366999999999997,223.78,270.0,13.296400000000002,4.0786,19.367,223.78,270.0,13.296400000000002,4.0786,19.367,223.78,270.0,13.296400000000002,4.0786,19.366999999999997,837.147766,420.0,65.496887,9.31325,52.072983,272.18,1010.0,15.268400000000003,4.582599999999999,26.527,368.28,320.0,25.1964,4.678599999999999,28.067,368.28,1020.0,25.196400000000004,4.678599999999999,28.067,252.73999999999998,400.0,13.821600000000004,6.2330000000000005,22.183,223.78,270.0,13.296400000000002,4.0786,19.367,272.17999999999995,310.0,15.268400000000002,4.582599999999999,26.526999999999997,223.78,970.0,13.296400000000002,4.0786,19.367
dish_1568314823,144.0,90.0,13.500001,8.1,1.8,144.0,90.0,13.500001,8.1,1.8,0.0,0.0,0.0,0.0,0.0,349.74,201.0,32.16,6.231,3.6180000000000003,0.0,0.0,0.0,0.0,0.0,378.24,351.0,32.61,9.681000000000001,5.268000000000001,349.74,201.0,32.16,6.231,3.6180000000000003,0.0,0.0,0.0,0.0,0.0,349.74,201.0,32.16,6.231,3.6180000000000003,144.0,90.0,13.500001,8.1,1.8,349.74,201.0,32.16,6.231,3.6180000000000003,349.74,201.0,32.16,6.231,3.6180000000000003,349.74,201.0,32.16,6.231,3.6180000000000003,349.74,201.0,32.16,6.231,3.6180000000000003,349.74,201.0,32.16,6.231,3.6180000000000003,349.74,201.0,32.16,6.231,3.6180000000000003,349.74,201.0,32.16,6.231,3.6180000000000003
dish_1565119464,504.065033,223.0,23.109737,44.41399,28.041883,504.065033,223.0,23.109737,44.41399,28.041883,181.5,360.0,2.7,0.0,39.3,181.5,375.0,2.7,0.0,39.3,181.5,375.0,2.7,0.0,39.3,181.5,360.0,2.7,0.0,39.3,199.0,1110.0,2.9125,1.6,40.65,252.0,375.0,10.62,0.0,39.15,181.5,360.0,2.7,0.0,39.3,504.065033,223.0,23.109737,44.41399,28.041883,1026.3400000000001,1248.0,69.8395,55.098000000000006,37.875499999999995,1026.3400000000001,1248.0,69.8395,55.098000000000006,37.875499999999995,1026.3400000000001,1248.0,69.8395,55.098000000000006,37.875499999999995,757.6,1242.0,47.4208,54.096000000000004,21.094099999999997,757.5999999999999,1242.0,47.4208,54.096000000000004,21.094099999999997,1035.34,1278.0,69.8995,56.717999999999996,38.17549999999999,757.5999999999999,1242.0,47.4208,54.096000000000004,21.094099999999997
dish_1565725047,77.659996,110.0,4.84,9.372,0.946,77.659996,110.0,4.84,9.372,0.946,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,77.659996,110.0,4.84,9.372,0.946,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56,25.2,70.0,0.21000000000000005,4.62,0.56
